Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
SeqSeq/bst/1,1.7477805700352137e-4,1.740769983978685e-4,1.7707393828800703e-4,3.995830129796686e-6,1.5694406067079051e-6,7.951708223164819e-6
SeqSeq/bst/9,4.444313197295968e-3,4.328598004987479e-3,4.561503011890863e-3,3.852962441410082e-4,3.5423471151970604e-4,4.2591081209462955e-4
SeqSeq/bst/18,1.128499738344727e-2,1.1185146452687771e-2,1.1438476080611945e-2,3.5722423702128883e-4,2.5773280836485925e-4,4.218975281538534e-4
SeqSeq/bst/26,1.9053185188287393e-2,1.901922019823296e-2,1.911143179330539e-2,1.0885010540241319e-4,6.879418626643356e-5,1.6237111290893217e-4
SeqSeq/bst/35,3.0696918025544112e-2,2.9725581986665976e-2,3.166587151835004e-2,2.0028462809674793e-3,1.9898028463803947e-3,2.0215972452116873e-3
SeqSeq/bst/44,4.099925138813014e-2,4.0469463185908806e-2,4.175567338225208e-2,1.3125408089398605e-3,8.293273907229558e-4,1.6041376043001397e-3
SeqSeq/bst/53,5.433841525951576e-2,5.347812339784242e-2,5.524584556659572e-2,1.6510960468478458e-3,1.348971069412971e-3,1.8772322765809942e-3
SeqSeq/bst/61,6.61635206203207e-2,6.43624038926653e-2,6.887572759649518e-2,3.712701112361928e-3,2.474972456219464e-3,4.442396992775942e-3
SeqSeq/bst/70,8.009155236472863e-2,7.884977102944893e-2,8.113900370430202e-2,1.961605508433649e-3,1.4971136154436134e-3,2.6140391182849676e-3
SeqSeq/bst/79,9.683734655784315e-2,9.45398753272399e-2,0.10019510708473348,4.3045450034702665e-3,2.9497543584442614e-3,5.632490582334406e-3
